person_id,gender,age,mailing_locality,is_in_france,year_joined,year_last_membership,type_cfai_membership,is_society_member,duration_program_years,duration_membership_years,code_group_membership_change,is_on_professional_leave,employment_status,employer_type,seniority,churned
6473105,Male,42.0,France,True,2013,2024,Regular,True,1,12,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
6509974,Male,45.0,France,True,2016,2017,Non-member,False,1,2,3,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Executive-Level,True
6567845,Male,42.0,France,True,2013,2025,Regular,True,3,13,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
3006356,Male,52.0,France,True,2006,2024,Regular,True,3,19,0,False,Employed,Other (please specify),Mid-Level,True
6173251,Male,55.0,France,True,2013,2024,Regular,True,5,12,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
324780,Male,52.0,France,True,2006,2025,Regular,True,1,20,0,False,Employed,Consulting Firm,Executive-Level,False
7167208,Female,37.0,France,True,2016,2019,Regular,False,2,4,3,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Mid-Level,True
6138050,Male,46.0,North America,False,2024,2025,Regular,True,4,2,3,False,Employed,Government or Regulator,Senior-Level,False
224854,Male,51.0,France,True,2005,2024,Regular,True,3,20,0,False,Employed,Pension Fund,Early/Mid-Level,True
6072274,Male,40.0,France,True,2014,2025,Regular,True,5,12,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6333867,Female,42.0,France,True,2011,2025,Regular,True,3,15,0,False,Employed,Government or Regulator,Early/Mid-Level,False
6354622,Male,41.0,France,True,2014,2019,Non-member,False,1,6,0,False,Employed,Other (please specify),Early/Mid-Level,True
6829137,Female,37.0,France,True,2017,2017,Non-member,False,1,1,0,False,Employed,Other (please specify),Other,True
316189,Female,45.0,France,True,2010,2025,Regular,True,6,16,0,False,Employed,Credit Rating Agency/Firm/Bureau,Executive-Level,False
429206,Male,48.0,France,True,2007,2025,Regular,True,5,19,0,False,Employed,Investment Bank,Senior-Level,False
445658,Male,48.0,France,True,2010,2022,Non-member,False,1,13,0,False,Employed,Other (please specify),Executive-Level,True
358244,Male,50.0,France,True,2011,2025,Regular,True,9,15,0,False,Employed,University/Educational Institution,Executive-Level,False
6284685,Female,43.0,France,True,2019,2024,Regular,True,3,6,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,C-Suite,True
362808,Male,53.0,France,True,2012,2025,Regular,True,10,14,0,False,Employed,Accounting Firm,Other,False
441547,Male,48.0,France,True,2008,2025,Regular,True,4,18,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
156605,Male,50.0,France,True,2016,2024,Regular,True,1,9,0,True,Employed,Asset Management/Investment Firm,Mid-Level,True
6581744,Male,38.0,France,True,2013,2022,Regular,False,3,10,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
331467,Male,55.0,France,True,2021,2025,Regular,True,9,5,0,True,Employed,Other (please specify),Mid-Level,False
317285,Male,55.0,France,True,2004,2024,Regular,True,1,21,0,False,Employed,Information Technology or Software,Mid-Level,True
305393,Female,46.0,France,True,2004,2024,Regular,True,1,21,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6339271,Male,44.0,France,True,2013,2025,Regular,True,4,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6811141,Male,37.0,France,True,2015,2017,Regular,False,2,3,3,False,Employed,Investment Bank,Senior-Level,True
337132,Male,53.0,France,True,2004,2025,Regular,True,3,22,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
6202104,Male,44.0,France,True,2013,2025,Regular,True,1,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6224468,Female,42.0,France,True,2010,2023,Regular,False,2,14,3,False,Employed,Credit Rating Agency/Firm/Bureau,Mid-Level,True
6511035,Male,50.0,France,True,2012,2025,Regular,True,2,14,0,False,Employed,Asset Management/Investment Firm,C-Suite,False
6228698,Male,44.0,France,True,2013,2025,Regular,True,5,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6424510,Male,58.0,France,True,2012,2025,Regular,True,1,14,0,False,Self-employed,Other (please specify),Senior-Level,False
6195091,Male,44.0,France,True,2013,2025,Regular,True,5,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6229588,Female,41.0,France,True,2021,2024,Regular,True,5,4,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
6866375,Male,49.0,France,True,2016,2023,Regular,False,1,8,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6720424,Male,49.0,France,True,2016,2025,Regular,True,4,10,0,False,Employed,Investment Bank,Senior-Level,False
348358,Male,50.0,France,True,2006,2025,Regular,True,1,20,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
6452310,Male,38.0,France,True,2016,2018,Non-member,False,6,3,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
408325,Male,43.0,Europe excl France,False,2012,2023,Regular,False,1,12,1,False,Employed,Investment Bank,Early/Mid-Level,True
6343328,Male,38.0,North America,False,2016,2022,Regular,False,7,7,3,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
6249967,Male,40.0,France,True,2011,2019,Regular,False,1,9,1,True,Employed,Consulting Firm,Senior-Level,True
7054529,Male,46.0,France,True,2016,2021,Non-member,False,1,6,0,False,Employed,Consulting Firm,Senior-Level,True
6188548,Male,42.0,France,True,2011,2025,Regular,True,2,15,0,False,Employed,Asset Management/Investment Firm,Entry-Level,False
6858776,Male,53.0,France,True,2015,2023,Non-member,False,3,9,0,False,Employed,Investment Bank,Senior-Level,True
6667112,Male,39.0,France,True,2016,2021,Regular,False,1,6,1,False,Employed,Consulting Firm,Senior-Level,True
6255451,Female,40.0,France,True,2012,2023,Regular,False,3,12,3,False,Employed,Other (please specify),Senior-Level,True
6114587,Male,42.0,France,True,2014,2025,Regular,True,7,12,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6378840,Male,51.0,France,True,2021,2024,Regular,True,3,4,0,True,Unemployed,Other (please specify),Other,True
6900764,Male,37.0,France,True,2018,2021,Regular,False,1,4,1,False,Employed,Investment Bank,Senior-Level,True
6431895,Male,42.0,France,True,2013,2025,Regular,True,1,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
229967,Male,64.0,France,True,2004,2024,Regular,True,1,21,2,True,Self-employed,Other (please specify),Other,True
6554050,Male,50.0,France,True,2022,2025,Regular,True,1,4,0,True,Unemployed,Other (please specify),Other,False
7089194,Male,38.0,France,True,2016,2019,Non-member,False,1,4,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7062354,Female,40.0,France,True,2016,2024,Regular,True,1,9,0,False,Employed,Investment Bank,Senior-Level,True
6956982,Male,38.0,France,True,2015,2016,Non-member,False,1,2,0,False,Employed,Other (please specify),C-Suite,True
6649516,Male,41.0,France,True,2015,2020,Regular,False,4,6,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
247519,Male,63.0,France,True,2016,2020,Regular,False,3,5,1,False,Self-employed,Other (please specify),Senior-Level,True
7086310,Female,55.0,France,True,2016,2025,Regular,True,3,10,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
7039985,Male,39.0,France,True,2015,2025,Regular,True,2,11,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,C-Suite,False
6739170,Female,40.0,France,True,2015,2022,Non-member,False,4,8,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
6906209,Female,35.0,United Kingdom,False,2023,2024,Regular,True,1,2,3,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7085195,Female,39.0,France,True,2016,2025,Regular,True,1,10,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
6475213,Male,42.0,France,True,2014,2025,Regular,True,4,12,0,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Executive-Level,False
6534347,Female,41.0,France,True,2013,2014,Non-member,False,1,2,0,False,Employed,Accounting Firm,Senior-Level,True
6120180,Male,41.0,France,True,2012,2024,Regular,True,2,13,0,False,Employed,Investment Bank,Senior-Level,True
6941274,Male,49.0,France,True,2016,2022,Regular,False,1,7,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
2263229,Male,45.0,France,True,2010,2024,Regular,True,1,15,0,False,Employed,Asset Management/Investment Firm,C-Suite,True
6257511,Male,46.0,France,True,2011,2021,Non-member,False,1,11,0,False,Employed,Asset Management/Investment Firm,C-Suite,True
6353757,Male,42.0,France,True,2014,2024,Regular,True,5,11,0,False,Employed,Brokerage,Senior-Level,True
6663526,Female,40.0,France,True,2016,2018,Non-member,False,1,3,0,False,Employed,Other (please specify),C-Suite,True
2287314,Male,42.0,France,True,2010,2015,Regular,False,3,6,0,False,Employed,Insurance,Senior-Level,True
190226,Female,49.0,France,True,2021,2025,Regular,True,4,5,0,False,Self-employed,Asset Management/Investment Firm,Early/Mid-Level,False
443633,Male,62.0,France,True,2007,2024,Regular,True,2,18,0,False,Employed,Asset Management/Investment Firm,Entry-Level,True
355850,Male,46.0,France,True,2015,2024,Regular,True,1,10,0,False,Employed,Commercial Bank,Senior-Level,True
6645807,Male,46.0,France,True,2016,2019,Non-member,False,4,4,0,False,Employed,Other (please specify),Early/Mid-Level,True
365955,Male,46.0,France,True,2005,2025,Regular,True,1,21,0,False,Employed,Asset Management/Investment Firm,C-Suite,False
6971173,Male,47.0,France,True,2015,2019,Regular,False,1,5,1,True,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
6112954,Male,47.0,France,True,2013,2023,Regular,False,2,11,1,False,Self-employed,Consulting Firm,Senior-Level,True
6716616,Male,38.0,France,True,2016,2025,Regular,True,5,10,0,False,Employed,Central Bank,Senior-Level,False
6654675,Male,38.0,France,True,2021,2022,Non-member,False,3,2,3,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6738310,Male,56.0,France,True,2014,2024,Regular,True,1,11,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6452662,Male,52.0,North America,False,2023,2025,Regular,True,3,3,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,C-Suite,False
6657841,Male,42.0,France,True,2013,2018,Regular,False,2,6,0,False,Employed,Insurance,Senior-Level,True
442284,Male,40.0,France,True,2018,2019,Non-member,False,3,2,0,False,Employed,Other (please specify),Early/Mid-Level,True
6887363,Female,38.0,France,True,2016,2018,Regular,False,1,3,0,False,Employed,Consulting Firm,Mid-Level,True
6871520,Male,35.0,France,True,2016,2019,Regular,False,1,4,1,False,Employed,Information Technology or Software,Senior-Level,True
6604916,Male,41.0,France,True,2014,2025,Regular,True,1,12,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,False
6915742,Male,49.0,France,True,2015,2024,Regular,True,3,10,0,False,Employed,Investment Bank,Senior-Level,True
6565582,Male,37.0,France,True,2022,2023,Regular,False,5,2,1,False,Employed,Government or Regulator,Senior-Level,True
6172508,Male,43.0,France,True,2013,2025,Regular,True,1,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
372954,Male,50.0,France,True,2019,2024,Regular,True,8,6,0,False,Employed,Investment Bank,Senior-Level,True
6593347,Male,38.0,France,True,2013,2023,Non-member,False,3,11,0,False,Employed,Other (please specify),Other,True
6604685,Male,44.0,France,True,2014,2018,Non-member,False,1,5,0,False,Employed,Securities Exchange,Early/Mid-Level,True
6388931,Male,44.0,France,True,2013,2025,Regular,True,4,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
335002,Female,55.0,France,True,2007,2024,Regular,True,5,18,0,False,Employed,Commercial Bank,Early/Mid-Level,True
6213571,Female,42.0,France,True,2014,2025,Regular,True,6,12,0,False,Employed,Investment Bank,C-Suite,False
6532059,Male,43.0,France,True,2015,2024,Regular,True,2,10,0,False,Employed,University/Educational Institution,Senior-Level,True
393096,Female,48.0,France,True,2007,2018,Non-member,False,1,12,0,False,Employed,Other (please specify),Senior-Level,True
215228,Male,47.0,France,True,2005,2023,Non-member,False,1,19,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6783956,Male,37.0,France,True,2015,2025,Regular,True,1,11,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
6956266,Female,56.0,France,True,2016,2020,Non-member,False,1,5,0,False,Employed,Investment Bank,Early/Mid-Level,True
173704,Male,48.0,France,True,2006,2023,Regular,False,2,18,3,False,Self-employed,Private Wealth Management Firm/Family Office/Trusts,Mid-Level,True
6518477,Female,40.0,France,True,2016,2017,Non-member,False,1,2,0,False,Employed,Other (please specify),Entry-Level,True
6697996,Male,37.0,France,True,2020,2025,Regular,True,1,6,0,False,Employed,Investment Bank,Early/Mid-Level,False
6663714,Female,39.0,France,True,2014,2025,Regular,True,1,12,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
2269246,Male,46.0,France,True,2015,2018,Regular,False,8,4,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
158395,Male,53.0,France,True,2007,2021,Non-member,False,2,15,3,True,Unemployed,Other (please specify),Other,True
6082153,Male,41.0,France,True,2015,2025,Regular,True,8,11,0,False,Employed,Information Technology or Software,Senior-Level,False
6640946,Male,41.0,France,True,2014,2020,Non-member,False,3,7,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
343719,Male,49.0,France,True,2005,2025,Regular,True,4,21,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
159688,Female,57.0,France,True,2005,2025,Regular,True,5,21,0,False,Employed,Asset Management/Investment Firm,C-Suite,False
369359,Female,50.0,France,True,2006,2024,Regular,False,1,19,1,False,Employed,Investment Bank,Mid-Level,True
6756740,Male,39.0,France,True,2014,2024,Regular,True,1,11,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
187275,Female,50.0,France,True,2005,2018,Non-member,False,1,14,0,False,Unemployed,Other (please specify),Other,True
7080572,Male,44.0,France,True,2016,2025,Regular,True,3,10,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
693515,Male,49.0,France,True,2019,2023,Non-member,False,5,5,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
106243,Male,57.0,France,True,2004,2023,Regular,False,1,20,1,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Mid-Level,True
190716,Male,49.0,France,True,2006,2025,Regular,True,1,20,0,False,Employed,Insurance,C-Suite,False
157961,Male,47.0,France,True,2005,2009,Non-member,False,1,5,0,False,Employed,Other (please specify),Senior-Level,True
175750,Female,57.0,France,True,2007,2015,Non-member,False,2,9,0,False,Employed,Other (please specify),Executive-Level,True
6709966,Male,40.0,France,True,2014,2025,Regular,True,3,12,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6874077,Female,35.0,France,True,2016,2025,Regular,True,4,10,0,False,Employed,Consulting Firm,Senior-Level,False
6666295,Female,37.0,France,True,2016,2021,Non-member,False,1,6,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
231053,Female,48.0,France,True,2006,2024,Regular,True,4,19,0,False,Employed,Asset Management/Investment Firm,C-Suite,True
6269845,Male,42.0,France,True,2011,2025,Regular,True,3,15,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6819104,Male,56.0,France,True,2016,2018,Non-member,False,12,3,0,False,Employed,Other (please specify),Other,True
6910757,Male,46.0,France,True,2015,2025,Regular,True,3,11,0,False,Employed,Commercial Bank,Early/Mid-Level,False
7029862,Male,48.0,France,True,2019,2023,Non-member,False,2,5,0,False,Employed,Asset Management/Investment Firm,C-Suite,True
153863,Male,51.0,France,True,2010,2025,Regular,True,3,16,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6116297,Male,50.0,France,True,2010,2025,Regular,True,1,16,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
164501,Female,46.0,France,True,2004,2020,Non-member,False,1,17,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
6912183,Male,35.0,France,True,2015,2025,Regular,True,1,11,0,False,Employed,Investment Bank,Mid-Level,False
219683,Male,52.0,France,True,2005,2024,Regular,True,2,20,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6100320,Female,45.0,France,True,2015,2021,Regular,False,7,7,1,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,True
6687179,Male,42.0,France,True,2014,2023,Non-member,False,3,10,0,False,Unemployed,Other (please specify),Other,True
7100572,Male,37.0,France,True,2019,2020,Non-member,False,1,2,0,False,Employed,Investment Bank,Mid-Level,True
6113606,Male,41.0,France,True,2011,2018,Non-member,False,4,8,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
430190,Female,48.0,France,True,2012,2025,Regular,True,5,14,0,False,Employed,Other (please specify),Senior-Level,False
6803458,Male,38.0,France,True,2015,2024,Regular,True,1,10,0,False,Unemployed,Other (please specify),Other,True
2280541,Male,42.0,France,True,2009,2025,Regular,True,3,17,0,False,Employed,Asset Management/Investment Firm,C-Suite,False
6972280,Male,37.0,France,True,2016,2017,Regular,False,2,2,0,False,Employed,Brokerage,Executive-Level,True
348794,Male,50.0,France,True,2006,2021,Regular,False,1,16,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
6475172,Male,38.0,France,True,2019,2019,Regular,False,6,1,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6101039,Female,43.0,France,True,2011,2023,Non-member,False,1,13,0,False,Self-employed,Consulting Firm,Senior-Level,True
6090978,Male,46.0,France,True,2015,2018,Regular,False,8,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7060344,Male,41.0,France,True,2016,2024,Regular,True,3,9,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7103665,Female,59.0,France,True,2016,2023,Regular,False,3,8,1,False,Employed,Other (please specify),Mid-Level,True
367152,Male,51.0,France,True,2005,2023,Non-member,False,1,19,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
6362698,Male,39.0,France,True,2013,2024,Regular,True,1,12,0,False,Employed,Investment Bank,Senior-Level,True
366164,Female,51.0,France,True,2006,2025,Regular,True,5,20,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
249742,Female,61.0,France,True,2000,2018,Regular,False,1,19,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,True
7007655,Male,35.0,North America,False,2016,2017,Regular,False,1,2,1,False,Employed,Government or Regulator,Mid-Level,True
6771855,Female,36.0,France,True,2016,2024,Regular,True,2,9,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6904514,Male,35.0,France,True,2015,2023,Non-member,False,5,9,0,False,Employed,Investment Bank,Early/Mid-Level,True
377244,Female,43.0,France,True,2017,2022,Non-member,False,4,6,0,False,Self-employed,Asset Management/Investment Firm,Executive-Level,True
6455908,Female,37.0,France,True,2014,2019,Non-member,False,5,6,0,False,Employed,Other (please specify),Early/Mid-Level,True
2284752,Female,42.0,Asia-Pacific,False,2012,2025,Regular,True,5,14,0,False,Employed,Investment Bank,Early/Mid-Level,False
318683,Male,51.0,France,True,2006,2019,Regular,False,2,14,1,False,Employed,Other (please specify),Senior-Level,True
6134216,Male,47.0,France,True,2010,2025,Regular,True,3,16,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6131760,Male,50.0,France,True,2015,2025,Regular,True,8,11,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
332553,Male,47.0,Europe excl France,False,2005,2025,Regular,True,14,21,0,False,Self-employed,Other (please specify),Senior-Level,False
6983243,Male,42.0,France,True,2016,2018,Non-member,False,1,3,0,False,Unemployed,Other (please specify),Other,True
145913,Male,48.0,France,True,2006,2025,Regular,True,5,20,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
2223354,Female,42.0,France,True,2013,2025,Regular,True,7,13,0,False,Employed,Consulting Firm,Executive-Level,False
6693896,Male,39.0,France,True,2014,2023,Non-member,False,1,10,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
7044055,Male,37.0,France,True,2016,2025,Regular,True,3,10,0,False,Employed,Other (please specify),Senior-Level,False
376645,Male,44.0,France,True,2008,2025,Regular,True,3,18,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
6166183,Male,48.0,France,True,2023,2024,Regular,True,3,2,3,False,Employed,Insurance,Executive-Level,True
238947,Male,63.0,France,True,2000,2021,Non-member,False,1,22,0,False,Employed,Other (please specify),C-Suite,True
7048647,Male,37.0,France,True,2018,2025,Regular,True,1,8,0,False,Employed,Asset Management/Investment Firm,Mid-Level,False
6808599,Male,42.0,France,True,2016,2024,Regular,True,4,9,0,False,Employed,Credit Rating Agency/Firm/Bureau,Executive-Level,True
6934921,Male,40.0,France,True,2016,2025,Regular,True,4,10,0,False,Employed,Accounting Firm,Executive-Level,False
6650132,Male,40.0,France,True,2016,2023,Non-member,False,1,8,0,False,Employed,Brokerage,Early/Mid-Level,True
6599109,Female,36.0,Middle East,False,2014,2025,Regular,True,1,12,2,False,Employed,Other (please specify),C-Suite,False
162839,Male,49.0,France,True,2010,2024,Regular,True,11,15,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,True
6564703,Male,41.0,France,True,2014,2016,Non-member,False,4,3,0,True,Unemployed,Other (please specify),Other,True
6804288,Male,43.0,France,True,2016,2024,Regular,True,1,9,0,False,Self-employed,Consulting Firm,Mid-Level,True
350217,Male,45.0,France,True,2006,2025,Regular,True,1,20,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,False
7031531,Male,39.0,France,True,2016,2025,Regular,True,1,10,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
162698,Male,51.0,France,True,2003,2023,Non-member,False,3,21,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
368449,Female,49.0,France,True,2015,2024,Regular,True,3,10,0,False,Employed,Other (please specify),C-Suite,True
6826320,Male,63.0,France,True,2016,2025,Regular,True,1,10,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,C-Suite,False
215232,Male,51.0,France,True,2006,2024,Regular,True,2,19,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6684752,Female,48.0,France,True,2014,2025,Regular,True,1,12,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6111276,Male,52.0,France,True,2013,2025,Regular,True,2,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6897861,Female,38.0,France,True,2016,2017,Regular,False,4,2,0,False,Employed,Investment Bank,Senior-Level,True
6998123,Female,38.0,France,True,2016,2020,Non-member,False,3,5,0,False,Employed,Asset Management/Investment Firm,C-Suite,True
438009,Male,47.0,France,True,2016,2020,Non-member,False,1,5,0,False,Employed,Consulting Firm,Senior-Level,True
366450,Male,51.0,United Kingdom,False,2006,2024,Regular,False,1,19,3,False,Employed,Securities Exchange,C-Suite,True
6937324,Female,39.0,France,True,2016,2024,Regular,True,1,9,0,False,Employed,Government or Regulator,Senior-Level,True
164109,Male,50.0,France,True,2005,2024,Regular,True,1,20,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
445030,Female,49.0,France,True,2010,2025,Regular,True,1,16,0,False,Employed,Brokerage,Early/Mid-Level,False
6947326,Male,35.0,France,True,2015,2025,Regular,True,3,11,0,False,Employed,Asset Management/Investment Firm,C-Suite,False
6975887,Female,39.0,United Kingdom,False,2019,2022,Non-member,False,1,4,0,True,Employed,Other (please specify),Senior-Level,True
6448646,Male,42.0,France,True,2013,2025,Regular,True,1,13,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
6888249,Male,39.0,France,True,2015,2020,Non-member,False,1,6,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
6419277,Female,44.0,France,True,2015,2019,Non-member,False,2,5,1,False,Employed,Manufacturing,Mid-Level,True
7094283,Female,37.0,France,True,2016,2020,Regular,False,1,5,1,False,Employed,Information Technology or Software,Senior-Level,True
369125,Male,45.0,France,True,2006,2025,Regular,True,1,20,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
7040378,Male,41.0,France,True,2016,2019,Non-member,False,1,4,1,False,Employed,Consulting Firm,Senior-Level,True
6966935,Female,39.0,France,True,2016,2021,Non-member,False,1,6,0,False,Employed,Investment Bank,Mid-Level,True
437568,Male,46.0,France,True,2007,2025,Regular,True,1,19,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
348766,Male,50.0,France,True,2005,2022,Non-member,False,1,18,0,False,Employed,Investment Bank,Executive-Level,True
6982084,Female,42.0,France,True,2015,2018,Non-member,False,1,4,0,False,Employed,Other (please specify),Other,True
6086069,Male,40.0,France,True,2012,2024,Regular,True,5,13,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
6299801,Male,40.0,France,True,2014,2024,Regular,True,5,11,0,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Early/Mid-Level,True
6463361,Male,41.0,United Kingdom,False,2021,2022,Non-member,False,1,2,2,False,Employed,Commercial Bank,Senior-Level,True
372755,Male,54.0,France,True,2008,2024,Regular,True,5,17,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
782252,Male,61.0,France,True,2000,2023,Non-member,False,1,24,0,False,Employed,Consulting Firm,C-Suite,True
7136107,Male,35.0,France,True,2018,2024,Regular,True,5,7,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6163921,Male,40.0,France,True,2017,2020,Regular,False,1,4,1,False,Employed,Insurance,Executive-Level,True
7178147,Male,36.0,France,True,2018,2023,Regular,False,1,6,1,False,Unemployed,Other (please specify),Other,True
7130319,Male,32.0,France,True,2021,2023,Regular,False,8,3,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7194431,Male,35.0,France,True,2019,2019,Non-member,False,1,1,3,False,Employed,Investment Bank,Early/Mid-Level,True
7190837,Male,42.0,France,True,2023,2025,Regular,True,6,3,0,False,Employed,Consulting Firm,Early/Mid-Level,False
7221342,Male,36.0,France,True,2017,2020,Regular,False,3,4,1,False,Employed,Investment Bank,Mid-Level,True
7110686,Male,42.0,France,True,2017,2024,Regular,True,1,8,0,False,Employed,Investment Bank,Senior-Level,True
7189914,Male,42.0,France,True,2017,2019,Non-member,False,1,3,1,False,Employed,Insurance,Senior-Level,True
7236671,Male,55.0,France,True,2017,2025,Regular,True,3,9,0,False,Employed,Sovereign Wealth Fund,Senior-Level,False
7246548,Female,37.0,France,True,2017,2025,Regular,True,1,9,0,False,Employed,Consulting Firm,Executive-Level,False
7277837,Male,44.0,France,True,2019,2019,Regular,False,2,1,3,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7190294,Female,35.0,France,True,2017,2024,Regular,True,1,8,0,False,Employed,Information Technology or Software,Mid-Level,True
7285949,Female,31.0,France,True,2023,2023,Regular,False,8,1,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7234905,Male,53.0,France,True,2020,2024,Regular,True,2,5,0,False,Employed,Commercial Bank,Executive-Level,True
7230825,Male,38.0,North Africa,False,2017,2018,Regular,False,3,2,0,False,Self-employed,Other (please specify),Senior-Level,True
7301346,Male,36.0,France,True,2019,2025,Regular,True,4,7,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
7284861,Male,49.0,France,True,2017,2025,Regular,True,3,9,0,False,Employed,Investment Bank,Executive-Level,False
7183466,Male,35.0,France,True,2022,2025,Regular,True,7,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
7149249,Male,37.0,France,True,2021,2025,Regular,True,7,5,0,False,Employed,Asset Management/Investment Firm,Mid-Level,False
7228106,Male,41.0,France,True,2017,2018,Regular,False,1,2,0,False,Self-employed,Consulting Firm,Early/Mid-Level,True
8207068,Female,34.0,France,True,2018,2023,Regular,False,1,6,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
7133229,Male,39.0,North America,False,2017,2022,Non-member,False,4,6,0,False,Employed,Central Bank,Senior-Level,True
7276762,Male,40.0,Europe excl France,False,2017,2019,Non-member,False,3,3,1,False,Employed,Asset Management/Investment Firm,Entry-Level,True
